judul,narasi,label
Ini Tampang Pelaku Tawuran Tewaskan Seorang Warga Palmerah,"JAKARTA – Polisi telah menangkap dan menetapkan tersangka terhadap dua orang pelaku pembunuhan terhadap MJ (29) di Pasar Gili, Jatipulo, Palmerah, Jakarta Barat. Kedua tersangka berinisial L dan U. Kapolres Metro Jakarta Barat Kombes M Syahduddi mengatakan, peristiwa itu terjadi pada Kamis 2 Maret 2023 sekira pukul 3.00 WIB. Dua kelompok pemuda dari Arjuna dan Lelang bertemu dengan kelompok Pelita dan Kamus. Kedua kelompok gabungan ini kemudian melakukan aksi tawuran di wilayah Jatipulo. “Ketika korban akan mengejar pelaku dan akan menangkap, pelaku (L) memukulkan pipa paralon ukuran sedang kepada korban,"" kata Syahduddi saat konferensi pers, Selasa (28/3/2023). Karena mendapat serangan pukulan, korban mencoba menangkis. Namun, alih-alih dalam posisi bertahan diri, korban malah disambet senjata tajam (sajam) oleh tersangka U dan mengenai ketiak bagian bawah korban. ""Korban langsung meninggal dunia di tempat kejadian perkara,"" katanya. Polisi kemudian melakukan penyelidikan dengan menyisir CCTV di lokasi dan menggali keterangan sejumlah saksi. Syahduddi mengatakan, pelaku L diketahui sudah melarikan diri ke tempat persembunyiannya di Kampung Pasir Madin, Desa Kalong Liud, Nanggung, Kabupaten Bogor, Jawa Barat. ""Selanjutnya tim Jatanras dan resmob Polrestro Jakbar mengamankan pelaku L dan mendapat informasi keberadaan pelaku lainnya,"" terangnya. Tidak beberapa lama, polisi kemudian menangkap pelaku U yang bersembunyi di salah satu unit apartemen Puri Orchad Cengkareng, Jakarta Barat milik pacarnya.",Berita Valid
"Gempa Besar M5,5 Guncang Banggai Sulteng"," Gempa magnitudo 5,5 terjadi di Kabupaten Banggai, Provinsi Sulawesi Tengah pada pukul 12.19 WITA, Selasa, (28/3/2023). ""Pusat gempa di laut 30 kilometer timur laut Banggai atau di Teluk Tomini kedalaman 65 kilometer,"" tulis rilis dari BMKG Stasiun Geofisika Palu, dilansir Antara. Episenter gempabumi terletak pada koordinat 0,43° LS ; 123,57° BT, atau tepatnya berlokasi di laut pada jarak 30 Km arah Timur Laut, dan gempa yang terjadi merupakan jenis gempa menengah akibat adanya deformasi batuan dalam Lempeng Sangihe di bawah Teluk Tomini. Hasil analisis mekanisme sumber menunjukkan, bahwa gempa memiliki mekanisme pergerakan geser naik atau oblique thrust. Dampak gempa dirasakan di Kota Luwuk, Banggai dengan skala intensitas IV MMI (Bila pada siang hari dirasakan oleh orang banyak dalam rumah ), kemudian wilayah Kabupaten Gorontalo, Provinsi Gorontalo dengan skala intensitas II-III MMI (Getaran dirasakan nyata dalam rumah). ""Hingga Pukul 12.35 WITA hasil pemantauan BMKG belum menunjukkan adanya aktivitas gempa susulan atau aftershock,"" ucapnya.",Berita Valid
"Bupati Kapuas dan Istrinya Jadi Tersangka KPK, Terungkap Jumlah Hartanya"," Komisi Pemberantasan Korupsi (KPK) menetapkan Bupati Kapuas, Ir Ben Brahim S Bahat dan istrinya, Ary Egahni Ben Bahat yang merupakan Anggota DPR RI Fraksi NasDem, sebagai tersangka. Berdasarkan hasil penelusuran MPI dari laman elhkpn.kpk.go.id, Ben Ibrahim dan istrinya mempunyai harta kekayaan sebesar Rp8.702.133.408 (Rp8,7 miliar). Hartanya tersebut terakhir kali dilaporkan Ben Brahim ke KPK pada 21 Januari 2023 untuk periodik 2022. Adapun, harta kekayaan pasutri tersebut meliputi dua bidang tanah dan bangunan berlokasi di Palangka Raya dan Jakarta Barat yang merupakan hasil sendiri. Dua aset berupa tanah dan bangunan milik Ben Brahim dan Ary Egahni tersebut senilai Rp2,69 miliar. Ben juga melaporkan kepemilikan mobil Mitsubishi Jeep tahun 2014 ke KPK senilai Rp95 juta. Ben dan istrinya juga memiliki aset berupa harta bergerak lainnya senilai Rp595 juta. Pasangan suami istri tersebut juga tercatat memiliki aset bernilai fantastis berupa kas dan setara kas Rp5,3 miliar.",Berita Valid
Hasil Musra Kaltara: Airlangga dan Prabowo Bersaing Ketat," Bakal Calon Presiden dari Partai Golkar Airlangga Hartarto dan Bakal Calon Presiden dari Partai Gerindra Prabowo Subianto bersaing ketat menaklukan hati rakyat Kalimantan Utara (Kaltara) dalam Musyawarah Rakyat (Musra) yang diselenggarakan relawan Joko Widodo. Ketua Pelaksana Musra Panel Barus mengatakan, Prabowo meraih dukungan 447 suara dari 1.334 peserta Musra di Kaltara yang mengikuti proses voting. ""Prabowo Subianto di peringkat pertama dengan meraih 447 suara (33,51 persen),"" ujar Panel saat menggelar konferensi pers hasil Musra di kawasan Sudirman, Rabu (1/3/2023). ""Di posisi kedua capres paling diinginkan ada Airlangga Hartarto yang meraih 298 suara (22,34 persen),"" lanjutnya. Panel menjelaskan bahwa Musra dibuat dengan tujuan untuk menegakkan demokrasi yang melibatkan masyarakat. Sehingga nantinya, kata Panel, hasil dari Musra adalah keinginan sesungguhnya dari masyarakat. “Ini adalah satu ikhtiar bersama kita untuk menegakkan proses demokrasi di negara kita, bahwa rakyat harus terlibat. Bahwa rakyat harus diberi peluang untuk ikut terlibat menentukan arah bangsa ke depan,” pungkasnya. Dalam kesempatan yang sama, Panel Barus juga menyampaikan bahwa Airlangga Hartarto memenangi Musra di Papua Barat. Airlangga juga bersaing ketat dengan Prabowo dan Ganjar di provinsi tersebut.",Berita Valid
"Dua Makam Terbawa Longsor di Bogor Selatan, Jenazah Berhasil Dievakuasi","BOGOR - Tim BPBD Kota Bogor berhasil menemukan dua jenazah yang makamnya terbawa longsor di Muarasari, Kecamatan Bogor Selatan, Kota Bogor. Petugas langsung mengevakuasi kedua jenazah. ""Ya baru selesai ini saya di lokasi,"" kata Kepala Pelaksana BPBD Kota Bogor Teofilo Patrocinio Freitas kepada wartawan, Rabu (1/3/2023). Teofilo menjelaskan, dua jenazah itu tidak sampai terbawa longsor ke aliran Sungai Cibalok. Hanya pulasara atau bangunan makamnya yang terbawa longsor. ""Enggak terbawa arus. Ternyata yang longsor ke bawah itu hanya bangunan nisannya saja. Jenazahnya tulang ada. Kita sudah evakuasi,"" ungkapnya. Setelah berhasil dievakuasi petugas, jenazah diserahkan kepada pihak keluarga untuk dimakamkan kembali. Selanjutnya, untuk penanganam pasca-longsoran tersebut diserahkan kepada pihak terkait. ""Jadi tadi sudah asesmen. Kita sudah teruskan surat ke PUPR dan Perumkim, dinas teknis. Harapan kita tindaklanjuti secepatnya,"" pungkasnya. Sebelumnya, tebingan di wilayah Kelurahan Muarasari, Kecamatan Bogor Selatan, Kota Bogor longsor. Satu rumah terancam dan dua makam terbawa longsor ke aliran Sungai Cibalok. Longsor terjadi sekira pukul 23.00 WIB pada Selasa 28 Februari 2023. Penyebabnya karena intensitas hujan tinggi di wilayah tersebut dan tanah labil. ""Kejadian ini terjadi di salah satu rumah warga yang tidak berpenghuni yang terancam terbawa longsor,"" kata Teo dalam keterangannya. Adapun longsoran memiliki panjang sekitar 30 meter dan tinggi 20 meter. Material longsoran menutupi aliran Sungai Cibalok yang berada di bawahnya. ""Terdapat 2 makam warga yang terbawa longsor,"" tuturnya.",Berita Valid
"Bekasi Diterjang Angin Kencang, Ratusan Rumah Warga Rusak","  Angin kencang menerjang 3 desa di Kecamatan Tambun Selatan, Bekasi menyebabkan ratusan rumah hingga warung dilaporkan mengalami kerusakan ringan hingga berat, Rabu (1/3/2023). Camat Tambun Selatan, Junaifi mengatakan, peristiwa angin kencang itu terjadi pada Rabu siang pukul 13.10 WIB. ""Jadi memang anginnya begitu cepat. Terjadi saat bada Zuhur, kurang lebih terjadi pukul 13.00 WIB. Kejadian angin kencang itu berbarengan dengan hujan lebat,"" ujar Junaefi. Junaefi merinci, 3 desa yang terdampak angin kencang itu, yakni Desa Sumberjaya, Desa Tridayasakti dan Desa Sumberjaya. Meski tidak ada korban jiwa, kata Junaefi, angin sempat menerbangkan loteng rumah warga hingga mengakibatkan pohon tumbang. ""Desa Sumberjaya yang paling parah, ada total 90 rumah yang rusak. Dari jumlah tersebut, ada 17 rumah rusak berat terkena pohon tumbang, rusak sedang ada 73 rumah,"" kata Junaefi. Lebih lanjut Junaefi menjelaskan, untuk Desa Tridayasakti, total ada 21 rumah, rinciannya rusak berat 7 rumah, sedangkan rusak ringan 14 rumah. Sedangkan, di Desa Mangunjaya sampai tadi laporan ada 10 rumah, kata Junaefi, yang rusak berat 3-4 rumah, sisanya rusak ringan. ""Rata-rata atapnya berterbangan yang masih dari asbes terbawa semua, yang genteng juga rusak,"" jelasnya.",Berita Valid
"Bobol ATM di Bogor Hampir Rp1 Miliar, 2 Pelaku Ditembak saat Penangkapan","BOGOR - Dua pelaku spesialis bobol mesin ATM di Kota Bogor, Jawa Barat, ditangkap polisi. Saat ditangkap keduanya hendak melarikan diri sehingga polisi melepaskan tembakan. Kapolresta Bogor Kota, Kombes Bismo Teguh Prakoso mengatakan, kedua pelaku berinisial AS (35) dan A (35). Keduanya membobol mesin ATM di minimarket wilayah Kecamatan Bogor Barat pada Senin, 30 Januari 2023. ""Ini kejadian di minimarket di wilayah Kota Bogor kejadiannya itu di malam hari jelang subuh. Ini di dalam minimarket ada ATM. Pelapor atau korban mendapati ketika masuk pintu sudah dalam keadaan terbuka, plafon sudah bobol, mesin ATM terbuka,"" kata Bismo kepada wartawan, Rabu (1/3/2023). Polisi kemudian melakukan penyelidikan dan menangkap kedua pelaku. Dari hasil pemeriksaan, keduanya menggondol uang tunai dari mesin ATM yang dibobol dengan alat las sekitar Rp285 juta. ""Kita ungkap pelakunya di Lahat, Sumatera Selatan dan Bogor Kota juga. Ternyata pelaku juga melakukan di Kabupaten Bogor minggu kemarin di minimarket juga Rp700 juta,"" ungkapnya. Sementara itu, Kasat Reskrim Polresta Bogor Kota Kompol Rizka Fadhila mengatakan, dalam penangkapkan kedua pelaku sempat berupaya melarikan diri. Sehingga, polisi memberikan tindakan tegas terukur dengan menembak di bagian kaki. ""Yang pertama kita melakukan tindakan tegas terukur karena yang bersangkutan kita duga membawa senjata. Pada saat melakukan itu kita lihat situasi yang bersangkutan berusaha melarikan diri karena satu pelaku ini kita lakukan pembuntutan karena saat itu ada pencegatan supaya tidak lari,"" katanya. ""Dia kabur menggunakan motor karena dia lihat kawannya tertangkap akhirnya kabur dan dilakukan pengejaran dan akhirnya pelumpuhan di tempat,"" tambahnya. Saat ini, polisi masih memburu dua pelaku lainnya yang buron. Kedua pelaku dijerat Pasal 363 KUHP Ayat 3, Ayat 4 dan Ayat 5 dengan ancaman pidana hukuman paling lama 9 tahun penjara. ""Dua DPO ada kemungkinan kabur ke Sumatera sana,"" tuturnya.",Berita Valid
Perdagangan Manusia di Tambora Diduga Merupakan Sindikat," Serikat Pekerja geram adanya peristiwa perdagangan manusia yang mengakibatkan 39 perempuan menjadi korban di Tambora, Jakarta Barat. Kasus tersebut diduga adanya sindikat atau jaringan mafia perdagangan manusia. Ketua Umum Serikat Pekerja IMPPI, Wiliam Yani Wea meminta kasus perdagangan manusia di Tambora diusut tuntas. “Kami meminta diusut tuntas, karena dugaan kasus ini sudah sindikat,” kata William Yani Wea, Jumat (24/3/2023). Yani menjelaskan, aparat keamanan tidak boleh tinggal diam dan membiarkan kejahatan perdagangan orang itu, semakin merajalela di masyarakat. “Saat ini, human trafficking makin memprihatinkan. Apalagi ada indikasi beking dari oknum pejabat ini makin kuat. Kami saat ini sedang melakukan investigasi untuk membuka kotak pandora Mafia perdagangan orang. Sekaligus mencari data valid serta fakta siapa oknum pejabat atau oknum aparat keamanan yang terlibat,” ujarnya. Bagi keluarga atau korban praktik perdagangan manusia bisa langsung dilaporkan melalui email imppikspsi@gmail.com. “Karena 6 bulan mendatang semua data yang dianggap valid akan dilaporkan ke Menkopulhukam,” ujarnya. Untuk diketahui, IMMPI berafiliasi langsung dengan konfederasi buruh terbesar di Tanah Air yaitu, Konfederasi Serikat Pekerja Seluruh Indonesia (KSPSI) pimpinan Andi Gani Nena Wea. Sehingga diharapkan pihak kepolisian menyelidiki dengan detail Kasus perdagang manusia di Tambora Jakarta Barat yang bermodus tawaran pekerjaan sebagai asisten rumah tangga, namun justru berakhir sebagai pekerja seks komersial.",Berita Valid
"Duduk Perkara Statement Restorative Justice Terhadap Mario Dandy, Ini Kata Kejati DKI"," Kepala Kejaksaan Tinggi DKI Jakarta, Reda Manthovani mengklarifikasi terkait isu yang beredar bahwa, pihaknya akan menawarkan agar kasus penganiayaan terhadap David Ozora diselesaikan dengan jalur restorative justice. Pihaknya mengatakan, Kejati DKI akan memproses hukum dengan profesional segala bentuk kekerasan dan kejahatan luar biasa. ""Klarifikasi tentang adanya pertanyaan di doorstoop yang tidak terecord sehingga melenceng ke mana-mana. Karena itu kan demokrasi di Indonesia. Kami hanya akan menyelesaikan perkara ini seprofesional mungkin, sehingga tercapai rasa keadilan bagi masyarakat,"" kata Reda kepada wartawan, Senin (20/3/2023). Reda menjelaskan bahwa beberapa waktu lalu saat menjenguk David di RS Mayapada, dirinya sempat ditanya oleh awak media terkait peluang adanya Retorative Justice dalam kasus tersebut. ""Waktu ada yang bertanya wartawan mengenai RJ terhadap anak AG. Pelaku anak diatur dalam UU sistem peradilan pidana anak. Korban David juga anak, diatur dalam UU Perlindungan Anak. Dalam UU tersebut ada konsep RJ yang dinamakan diversi,"" jelasnya. Ia kemudian mempertajam penjelasan diversi tersebut. Dia mengatakan bahwa perdamaian dilakukan apabila ada kesepakatan antara kedua belah pihak terhadap kasus tersebut.",Berita Valid
"Kasus Investasi Bodong di Sukabumi, 60 Korban Rugi hingga Rp2,7 Miliar","SUKABUMI - Satuan Reserse Kriminal (Satreskrim) Polres Sukabumi menangkap satu tersangka berinisial S (22) terkait investasi bodong yang menimbulkan kerugian hingga Rp2,7 miliar. Hal tersebut diungkapkan Kapolres Sukabumi, AKBP Maruly Pardede dalam konferensi pers di Mapolres Sukabumi, Jumat (3/3/2023). “Tersangka atas nama S ini dilakukan penahanan di Rutan Polres Sukabumi, tersangka S berusia 22 tahun merupakan ibu rumah tangga. Kejahatan yang dilakukan tersangka dari bulan Agustus 2022, kemudian dilaporkan tanggal 23 Februari 2023 kemarin,” ujar Maruly kepada MNC Portal Indonesia. Maruly mengatakan, dari hasil pengembangan para korban, kerugian Rp2,7 dapat bertambah bila para korban investasi bodong terus berdatangan. “Sementara yang kita daftarkan ada 60 korban dengan kerugian masing-masing yang bervariasi, dari mulai Rp40 juta, Rp150 juta atau puluhan juta sampai dengan ratusan juta, total kerugian yang baru kami bisa datangkan sebesar Rp2,7 miliar, mungkin masih ada calon calon korban lain yang masih ada dan kita perlu selidiki,” ujar Maruly. Tersangka investasi bodong berkedok bisnis yang bergerak dibidang tekstil di terapkan Pasal 372 KUHP dan 378 KUHP atau penipuan dan penggelapan dengan masing-masing 4 tahun penjara. “Jadi dilakukan oleh yang bersangkutan dengan modus investasi jual beli barang tas atau pakaian jadi, maupun barang barang kredit itu, tersangka sebenarnya seperti menggali lobang tutup lobang. Jadi dari member yang pertama kemudian nanti member yang berikutnya untuk membayarkan istilahnya bunganya, profitnya dari korban-korban yang sebelumnya,” ujar Maruly. Untuk diketahui, sebanyak 10 korban investasi bodong melaporkan dugaan penipuan dan penggelapan ke Mako Polres Sukabumi, Sabtu 25 Februari 2023. Korban yang sebagian besar merupakan kalangan ibu muda itu mengaku telah menjadi korban praktek investasi bodong berkedok bisnis yang bergerak dibidang tekstil. “Jadi sekarang mau melapor dugaan kasus penipuan investasi bodong dan saya rugi Rp400 juta,” ujar salah satu korban, Anggun Prima Lestari (21) warga Cibadak, Kabupaten Sukabumi.",Berita Valid
BNPT Minta Aparat Tak Ragu Terapkan Hukum Terorisme untuk KKB di Papua," Kepala Badan Nasional Penanggulangan Terorisme (BNPT) Komisaris Jenderal (Komjen) Polisi Boy Rafli Amar meminta aparat penegak hukum agar tidak ragu-ragu menggunakan hukum terorisme dalam menindak anggota kelompok kriminal bersenjata (KKB) di Tanah Papua karena merupakan kejahatan terorisme. ""KKB itu sudah merupakan bagian dari kejahatan terorisme,"" kata Kepala BNPT Komjen Polisi Boy Rafli Amar usai melakukan kerja sama pencegahan terorisme dengan Asosiasi Badan Permusyawaratan Desa Nasional (Abpednas) dan Pemuda Panca Marga di Jakarta, Jumat. Komjen Polisi Boy mengatakan saat ini lembaga yang dipimpinnya terus melakukan koordinasi dengan aparat penegak hukum di Bumi Cenderawasih terkait penanganan KKB Papua.Jenderal bintang tiga tersebut mengatakan aparat penegak hukum diminta tak ragu karena Indonesia sudah memiliki landasan dalam menindak yakni Undang-Undang Nomor 5 Tahun 2018 tentang Pemberantasan Tindak Pidana Terorisme. Di samping itu, BNPT juga memiliki sejumlah program yang digunakan dalam menciptakan kedamaian di Papua. Program tersebut yakni Duta Damai, Forum Koordinasi Pencegahan Terorisme yang melibatkan langsung anak-anak Papua. ""Kita terus menyelenggarakan program pencegahan itu dengan mengedepankan para pemuda dan pemudi di Papua,"" ujar lulusan Akademi Kepolisian (Akpol) 1988 tersebut. Kemudian terkait penegakan hukum, pemerintah terutama instansi terkait yakni TNI/Polri saat ini terus berproses terutama dalam hal pembebasan Kapten Philips Max Mehrtens pilot Susi Air yang disandera anggota KKB. ""Jadi semua on the track, dan yang terpenting orang Papua terus kita berikan pencerahan agar jangan sampai ikut narasi yang dibangun jaringan KKB yang menghalalkan kekerasan dalam mencapai tujuan,"" ujar Kepala BNPT bergelar adat Datuak Rangkayo Basa tersebut. Terkait anggota KKB yang meminta sejumlah uang dan senjata dengan imbalan membebaskan pilot Susi Air berkewarganegaraan Selandia Baru tersebut, Boy mengatakan hal itu akan sulit dikabulkan pemerintah. Di saat bersamaan, tim dari TNI/Polri saat ini sedang bekerja untuk membebaskan pilot Susi Air yang disandera KKB Papua tersebut. Masyarakat di Tanah Air juga diminta terus mendukung pemerintah dalam menangani KKB. ""Tentu kita tidak ingin tuntutan yang sifatnya di luar akal sehat untuk dipenuhi,"" kata dia menegaskan.",Berita Valid
"Harta Rafael Alun Disorot, Sri Mulyani Minta Masyarakat Tetap Bayar Pajak!"," Menteri Keuangan Sri Mulyani Indrawati meminta masyarakat tetap membayar pajak dan melaporkan Surat Pemberitahuan (SPT) Tahun pajak penghasilan. Hal itu dia sampaikan usai harta kekayaan pejabat pajak, Rafael Alun Trisambodo (RAT) menjadi sorotan. Dikutip Antara, sebelumnya Sri Mulyani mencopot jabatan RAT sebagai Kepala Bagian Umum Kantor Wilayah Direktorat Jenderal Pajak Kementerian Keuangan II untuk mempermudah proses pemeriksaan. ""Saya mengimbau masyarakat yang mungkin kecewa dan mungkin memiliki kemarahan terkait tingkah laku dari putra seseorang jajaran Kemenkeu tidak mempengaruhi komitmen bersama untuk membangun Indonesia,"" kata Sri dalam konferensi pers daring di Kantor Dirjen Pajak, Jakarta, Jumat (24/2/2023). Dia mengatakan instansi Kementerian Keuangan akan terus terbuka pada koreksi dari seluruh lapisan masyarakat. ""Saya berharap dan mengimbau agar masyarakat terus berpikir dan menjaga sikap untuk terus membangun secara konstruktif hal-hal yang menjadi pengkhianatan atau tindakan kejahatan yang melanggar integritas,"" katanya. Sri mengatakan akan membelanjakan Rp608,3 triliun dari pajak yang terkumpul untuk sektor pendidikan di 2023, Rp169 triliun untuk kesehatan, dan Rp479 triliun untuk program-program bantuan sosial serta perlindungan sosial.",Berita Valid
"Divonis 15 Tahun Penjara, Kubu Surya Darmadi Kecewa dengan Hakim dan Ajukan Banding"," Terdakwa Bos PT Duta Palma Group, Surya Darmadi dan tim kuasa hukumnya kecewa atas vonis yang diputus oleh Majelis Hakim Pengadilan Tipikor Jakarta Pusat. Di mana, Surya Darmadi divonis 15 tahun penjara dan diwajibkan membayar denda serta uang pengganti atas perkara korupsi alih fungsi lahan di Indragiri Hulu, Riau. Oleh karenanya, Surya Darmadi dan tim kuasa hukumnya sepakat untuk mengajukan banding ke Pengadilan Tinggi DKI atas putusan tersebut. Sebab, kata Kuasa Hukum Surya Darmadi, Juniver Girsang, putusan majelis hakim tidak mempertimbangkan Undang-undang Cipta Kerja yang diterbitkan pemerintah dalam rangka penyelesaian masalah tumpang tindih izin. ""Di sana (UU), dikatakan secara jelas ketelanjuran memasuki kawasan hutan itu dengan diterbitkan UU Cipta Kerja tidak dikenakan sanksi pidana. Namun, yang dikenakan adalah sanksi administratif dan kemudian sanksi denda,"" kata Juniver di Pengadilan Tipikor, Jakarta Pusat, Kamis (23/2/2023). Juniver menjelaskan, dalam beleid UU Cipta Kerja yang diterbitkan pemerintah dan Dewan Perwakilan Rakyat (DPR) termuat untuk mengawasi permasalahan di kawasan hutan. Melalui aturan tersebut, pemerintah masih memberikan waktu tiga tahun setelah UU ini disahkan kepada para pengusaha untuk melengkapi administrasi perizinan pengelolaan kawasan hutan. Namun ternyata, kata Juniver, hakim tidak mempertimbangkan UU baru tersebut. Juniver melihat putusan terhadap Surya Darmadi tersebut berpotensi mengganggu iklim usaha di Indonesia. Sebab, dibeberkan dia, masih ada 1.192 perusahaan yang memiliki masalah perizinan. Juniver meyakini akan banyak pengusaha yang bernasib sama dengan Surya Darmadi. ""Harapan kami, bapak Presiden yang menyatakan bahwa hadirnya UU Cipta Kerja ini membuat kenyamanan pengusaha ternyata yang kita hadapi adalah klien kami dipidana dengan hadirnya UU ini,” tambah Juniver. Di sisi lain, Juniver beranggapan bahwa majelis keliru menghukum kliennya untuk bertanggung jawab atas kerugian negara sekitar Rp2 triliun dan kerugian perekonomian negara sebesar Rp39 triliun. Sebab, selama 20 tahun mengelola lahan, Surya Darmadi terus melakukan pembayaran pajak sekitar Rp700 miliar. ""Seandainya, ada perbuatan melawan hukum dengan demikian negara juga ikut menikmati hasil kejahatan yang Rp700 miliar yang disetor oleh klien kami,” tegas Juniver. Sementara itu, Direktur Penuntutan pada Jaksa Agung Muda Bidang Tindak Pidana Khusus Kejaksaan Agung, Hendro Dewanto mempersilakan Surya Darmadi melalui tim kuasa hukumnya untuk mengajukan upaya hukum banding. Kata Hendro, pihaknya juga akan membuktikan unsur-unsur kerugian negara yang diperjuangkan dalam banding nanti.",Berita Valid
Kapolda Metro Perintahkan Kapolres Tindak Tegas Debt Collector yang Tarik Kendaraan di Jalan," Kapolda Metro Jaya Irjen Pol Fadil Imran memerintahkan Kapolres dan jajaran Polda Metro Jaya menindak tegas para debt collector atau mata elang yang melakukan aksi premanisme dengan menarik kendaraan di jalanan. Perintah itu disampaikan oleh Kapolda setelah menyaksikan anggota polisi dibentak-bentak oleh debt collector. Fadil memerintahkan untuk mengaktifkan call center untuk mengawasi mata elang. ""Saya minta dibuat call center kalau ada mata elang dan sejenisnya, premanisme dan sejenisnya, tolong hubungi polisi, ditaruh di masing-masing instagram call centernya,"" kata Fadi di Jakarta, Kamis (23/2/2023). Selain menyebar luaskan call center Fadil juga meminta Kapolres melakukan langkah percepatan untuk melindungi masyarakat dari tindakan premanisme baik yang dilakukan perorangan maupun organisasi. Fadil menegaskan di hadapan hukum seluruh warga Indonesia sama. Tanpa pandang bulu tidak ada yang boleh kelompok maupun perorangan yang melakukan kekerasan seolah di atas hukum. ""Polda Metro Jaya akan konsisten untuk menghadapi semua bentuk kejahatan kekerasan baik yang dilakukan perorangan kelompok atau ormas tindakan premanisme, persekusi, vigilante, dan sejenisnya,"" pungkasnya.",Berita Valid
RPA Perindo Harap Pelaku Kekerasan Seksual di Jakut Diberi Hukuman Maksimal,"Jakarta Utara di persidangan Pengadilan Negeri (PN) Jakarta Utara dengan terdakwa berinisial SCB alias B (29). Ketua Umum RPA Perindo Jeannie Latumahina berharap tuntutan terhadap terdakwa SCB dapat semaksimal mungkin. Hal itu bertujuan agar ada efek jera karena kasus kejahatan seksual di Jakarta Utara cukup tinggi. ""Kami meminta hukuman maksimal 10 tahun keatas ya. Kami memperjuangkan hukuman maksimal sehingga karena itu supaya ada efek jera karena di Jakarta Utara kasus pemerkosaan tinggi,"" ucap Jeannie di PN Jakarta Utara, Rabu (22/2/2023). Jeannie menyampaikan komitmen Partai Perindo yang dikenal gigih dalam perlindungan dalam memperjuangkan hak perempuan dan anak itu secara gratis hingga pendampingan dalam persidangan. ""Kami garda terdepan pendampingan perempuan dan anak yang mengalami kekerasan maupun pelecehan hingga proses persidangan secara gratis,"" tuturnya. Sebagai informasi, sidang pembacaan tuntutan oleh JPU akan digelar kembali pekan depan. Sebelumnya, Jeannie menjelaskan kasus ini terjadi pada akhir 2021. Terdakwa bertemu dan berkenalan dengan korban SAJ (13) pada Maret 2021 ketika acara keagamaan pemuda dan remaja.",Berita Valid
"Masuki Sidang Tuntutan, RPA Perindo Kembali Dampingi Korban Kekerasan Seksual di Jakut"," Relawan Perempuan dan Anak (RPA) Partai Persatuan Indonesia (Perindo) kembali melakukan pendampingan hukum terhadap korban kekerasan seksual di Jakarta Utara. RPA Perindo mendampingi persidangan dengan agenda pembacaan tuntutan di Pengadilan Negeri (PN) Jakarta Utara dengan terdakwa berinisial SCB alias B (29). Ketua Umum RPA Perindo Jeannie Latumahina mengatakan, sidang dilanjutkan pekan depan dengan agenda pembacaan tuntutan. ""Sidang sudah digelar agenda pembacaan tuntutan. JPU dan akan dilanjutkan minggu depan. Intinya akan digelar lanjutan sidang pembacaan tuntutan pekan depan,"" kata Jeannie di PN Jakarta Utara, Rabu (22/2/2023). Jeannie pun mengharapkan tuntutan terhadap terdakwa SCB dapat semaksimal mungkin. Hal itu bertujuan agar ada efek jera karena kasus kejahatan seksual di Jakarta Utara cukup tinggi. ""Kami meminta hukuman maksimal 10 tahun ke atas ya. Kami memperjuangkan hukuman maksimal sehingga karena itu supaya ada efek jera karena di Jakarta Utara kasus pemerkosaan tinggi,"" ucapnya. Lebih lanjut, Jeannie menyampaikan komitmen Partai Perindo yang dikenal gigih dalam perlindungan dan memperjuangkan hak perempuan dan anak itu secara gratis hingga pendampingan dalam persiadangan. ""Kami garda terdepan pendampingan perempuan dan anak yang mengalami kekerasan maupun pelecehan hingga proses persidangan secara gratis,"" tuturnya.",Berita Valid
Gembong Narkoba Buronan Interpol yang Ditangkap di Bali Dipulangkan ke Italia,"DENPASAR - Antonio Strangio (35), gembong mafia narkoba internasional yang menjadi buronan Interpol dipulangkan dari Bali, Minggu (19/2/2023). Dia selanjutnya akan diserahkan ke Interpol Roma, Italia. ""Dia anggota sindikat Ndrangheta dan dipulangkan malam ini,"" kata Kaurmin Bagian Kejahatan Internasional NCB Interpol Indonesia Kompol Anggaito Hadi Prabowo di kantor imigrasi Ngurah Rai, Bali. Ndrangheta merupakan organisasi mafia kejahatan yang berpusat di Calabria, Italia. Sindikat kejahatan ini paling kuat pada tahun 1990 hingga 2000. Anggaito menjelaskan, Interpol Roma menerbitkan red notice untuk Antonio pada 2016. Dia menjadi buronan dalam kejahatan narkotika jenis ganja sebanyak 160 kilogram di Italia. Ada empat anggota mafia Ndrangheta yang sebelumnya telah ditangkap dalam kejahatan yang sama. Dari situlah nama Antonio muncul dan kemudian dimasukan ke dalam red notice Interpol Roma.Kadiv Imigrasi Kanwil Hukum dan HAM Bali Barron Ichsan menolak menyebut maskapai dan waktu penerbangan Antonio ke Roma dengan alasan keamanan. Sementara itu, Kabid Humas Polda Bali Kombes Pol Stefanus Satake Bayu Setianto mengatakan, Antonio akan dijaga oleh tiga petugas dari Divisi Hubungan Internasional Mabes Polri dan Polda Bali selama penerbangan ke Roma. ""Kita bantu untuk mengantarkannya sampai ke Roma karena dia tidak dijemput oleh Interpol Roma,"" katanya.",Berita Valid
